grid_id,week_num,crime_num,do_num,do_num_1,do_num_2,do_num_3,do_num_4,lat,long,do_spill,do_spill_1,do_spill_2,do_spill_3,do_spill_4
3_2,19,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,20,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,21,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,22,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,23,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,24,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,25,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,26,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,27,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,28,0,0,0,0,0,0,10.075,-61.775000000000006,0,0,0,0,0
3_2,29,0,0,0,0,0,0,10.075,-61.775000000000006,0.10880653319817515,0,0,0,0
3_2,30,0,0,0,0,0,0,10.075,-61.775000000000006,0.16703898791674818,0.10880653319817515,0,0,0
3_2,31,0,0,0,0,0,0,10.075,-61.775000000000006,0.14677157979453487,0.16703898791674818,0.10880653319817515,0,0
3_2,32,0,0,0,0,0,0,10.075,-61.775000000000006,0.602782976802269,0.14677157979453487,0.16703898791674818,0.10880653319817515,0
3_2,33,0,0,0,0,0,0,10.075,-61.775000000000006,0.3485809762706862,0.602782976802269,0.14677157979453487,0.16703898791674818,0.10880653319817515
3_2,34,0,0,0,0,0,0,10.075,-61.775000000000006,0.04021045190104527,0.3485809762706862,0.602782976802269,0.14677157979453487,0.16703898791674818
